id,nome,id_orgao,id_municipio,cnpj,cep,total_fornecedores_cadastrados,total_fornecedores_recadastrados,unidade_cadastradora,ativo
70034,COORDENADORIA DE CONTROLE INTERNO - TRE/AP,14000.0,6050.0,509018000113.0,11111111.0,0,0,0,1
70035,COORDENADORIA DE CONTROLE INTERNO - TRE/BA,14000.0,38490.0,509018000113.0,11111111.0,0,0,0,1
70036,COORDENADORIA DE CONTROLE INTERNO - TRE/CE,14000.0,13897.0,509018000113.0,11111111.0,0,0,0,1
70037,COORDENADORIA DE CONTROLE INTERNO - TRE/DF,14000.0,97012.0,509018000113.0,11111111.0,0,0,0,1
70038,COORDENADORIA DE CONTROLE INTERNO - TRE/ES,14000.0,57053.0,509018000113.0,29015140.0,0,0,0,1
70039,COORDENADORIA DE CONTROLE INTERNO - TRE/GO,14000.0,93734.0,509018000113.0,11111111.0,0,0,0,1
70040,COORDENADORIA DE CONTROLE INTERNO - TRE/MA,14000.0,9210.0,509018000113.0,11111111.0,0,0,0,1
70041,COORDENADORIA DE CONTROLE INTERNO - TRE/MG,14000.0,41238.0,509018000113.0,11111111.0,0,0,0,1
70042,COORDENADORIA DE CONTROLE INTERNO - TRE/MS,14000.0,90514.0,509018000113.0,11111111.0,0,0,0,1
70043,COORDENADORIA DE CONTROLE INTERNO - TRE/MT,14000.0,90670.0,509018000113.0,11111111.0,0,0,0,1
70044,COORDENADORIA DE CONTROLE INTERNO - TRE/PA,14000.0,4278.0,509018000113.0,11111111.0,0,0,0,1
70045,COORDENADORIA DE CONTROLE INTERNO - TRE/PB,14000.0,20516.0,509018000113.0,11111111.0,0,0,0,1
70046,COORDENADORIA DE CONTROLE INTERNO - TRE/PE,14000.0,25313.0,509018000113.0,11111111.0,0,0,0,1
70047,COORDENADORIA DE CONTROLE INTERNO - TRE/PI,14000.0,12190.0,509018000113.0,11111111.0,0,0,0,1
70048,COORDENADORIA DE CONTROLE INTERNO - TRE/PR,14000.0,75353.0,509018000113.0,11111111.0,0,0,0,1
70049,COORDENADORIA DE CONTROLE INTERNO - TRE/RR,14000.0,3018.0,509018000113.0,11111111.0,0,0,0,1
70050,COORDENADORIA DE CONTROLE INTERNO - TRE/RO,14000.0,35.0,509018000113.0,11111111.0,0,0,0,1
70051,COORDENADORIA DE CONTROLE INTERNO - TRE/RJ,14000.0,60011.0,509018000113.0,11111111.0,0,0,0,1
70052,COORDENADORIA DE CONTROLE INTERNO - TRE/RN,14000.0,17612.0,509018000113.0,11111111.0,0,0,0,1
70053,COORDENADORIA DE CONTROLE INTERNO - TRE/RS,14000.0,88013.0,509018000113.0,11111111.0,0,0,0,1
70054,COORDENADORIA DE CONTROLE INTERNO - TRE/SC,14000.0,81051.0,509018000113.0,11111111.0,0,0,0,1
70055,COORDENADORIA DE CONTROLE INTERNO - TRE/SP,14000.0,71072.0,509018000113.0,1316000.0,0,0,0,1
70056,COORDENADORIA DE CONTROLE INTERNO - TRE/SE,14000.0,31054.0,509018000113.0,11111111.0,0,0,0,1
70057,COORDENADORIA DE CONTROLE INTERNO - TRE/TO,14000.0,97330.0,509018000113.0,77073140.0,0,0,0,1
70058,SECRETARIA DE ADMINISTRACAO - TSE - FUNDO,14000.0,97012.0,509018000113.0,70096900.0,0,0,0,1
70059,SECRETARIA DE ORCAMENTO E FINANCAS-TSE-FUNDO,14000.0,97012.0,509018000113.0,70096900.0,0,0,0,1
70060,SECRETARIA DE INFORMATICA,14000.0,,,70096900.0,0,0,0,0
70061,ASSESSORIA DE ARQUITETURA E ENGENHARIA,14000.0,,,70096900.0,0,0,0,0
70062,SECAO DE TRANSPORTE,14000.0,,,70096900.0,0,0,0,0
70063,ESCOLA JUDICIARIA,14000.0,,,70096900.0,0,0,0,0
70064,SECRETARIA DE ADMINISTRACAO DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70065,SECRETARIA DE INFORMATICA DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70066,SECRETARIA DE RECURSOS HUMANOS TRE-BA,14000.0,,,41710900.0,0,0,0,0
70067,SECRETARIA JUDICIARIA DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70068,SECRETARIA DE ORCAMENTO E FINANCAS DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70069,SETORIAL CONTABIL DO TRE-SP,14000.0,,,1316900.0,0,0,0,0
70070,SETORIAL CONTABIL JUSTICA ELEITORAL - SOF/TSE,14000.0,,,70610650.0,0,0,0,0
70071,ESCOLA JUDICIARIA ELEITORAL DO TRE-TO,14000.0,,,77010050.0,0,0,0,0
70072,SETORIAL CONTABIL DO TRE-MS,14000.0,,,79037100.0,0,0,0,0
70073,SETORIAL CONTABIL DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70074,SETORIAL CONTABIL DO TRE-SE,14000.0,,,49080000.0,0,0,0,0
70075,SETORIAL CONTABIL DO TRE-RR,14000.0,,,69306050.0,0,0,0,0
70076,SETORIAL CONTABIL DO TRE-CE,14000.0,,,60050080.0,0,0,0,0
70077,SETORIAL CONTABIL DO TRE-PR,14000.0,,,80220902.0,0,0,0,0
70078,SETORIAL CONTABIL DO TRE-RN,14000.0,,,59025580.0,0,0,0,0
70079,SETORIAL CONTABIL DO TRE-RO,14000.0,,,78916100.0,0,0,0,0
70080,SETORIAL CONTABIL DO TRE-AP,14000.0,,,68900020.0,0,0,0,0
70081,SETORIAL CONTABIL DO TRE-AC,14000.0,,,69915900.0,0,0,0,0
70082,GABINETE DA PRESIDENCIA DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70083,CORREGEDORIA ELEITORAL DO TRE-BA,14000.0,,,41710900.0,0,0,0,0
70084,SECRETARIA DE ADMIN. E ORCAMENTO DO TRE-TO,14000.0,,,77006214.0,0,0,0,0
70085,SECRETARIA DE GESTAO DE PESSOAS DO TRE-TO,14000.0,,,77006214.0,0,0,0,0
70086,SECRETARIA DE TECNOL. DA INFORMACAO DO TRE-TO,14000.0,,,77006214.0,0,0,0,0
70087,SECRET. JUDICIARIA E GESTAO DA INFORM. TRE-TO,14000.0,,,77006214.0,0,0,0,0
70088,CORREGEDORIA REGIONAL ELEITORAL DO TRE-TO,14000.0,,,77006214.0,0,0,0,0
70089,SECAO DE CONTRATOS DO TRE-TO,14000.0,,,77006214.0,0,0,0,0
70090,SETORIAL CONTABIL DO TRE-PA,14000.0,,,66015902.0,0,0,0,0
78801,3º ESQUADRãO DE HELICÓPTEROS DE EMPREGO GERAL,52000.0,2550.0,3277610000125.0,69072080.0,0,0,0,1
80001,TRIBUNAL SUPERIOR DO TRABALHO,15000.0,97012.0,509968000148.0,70070600.0,0,0,0,1
80002,TRIBUNAL REGIONAL DO TRABALHO DA 11A.REGIAO,15000.0,2550.0,509968001209.0,69020130.0,0,0,1,1
80003,TRIBUNAL REGIONAL DO TRABALHO DA 8A.REGIAO,15000.0,4278.0,509968000903.0,66050100.0,0,0,0,1
80004,TRIBUNAL REGIONAL DO TRABALHO DA 7A.REGIAO,15000.0,13897.0,509968000814.0,60150162.0,0,0,0,1
80005,13.REG.TRIBUNAL REGIONAL DO TRABALHO/PB,15000.0,20516.0,509968001462.0,58013260.0,0,0,0,1
80006,TRIBUNAL REGIONAL DO TRABALHO DA 6A.REGIAO,15000.0,25313.0,509968000733.0,50030902.0,0,0,0,1
80007,TRIBUNAL REGIONAL DO TRABALHO DA 5A.REGIAO,15000.0,38490.0,509968000652.0,40050000.0,0,0,0,1
80008,TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO,15000.0,41238.0,509968000490.0,30220030.0,0,0,0,1
80009,TRIBUNAL REGIONAL DO TRABALHO DA 1A.REGIAO,15000.0,60011.0,509968000229.0,20020010.0,0,0,0,1
80010,TRIBUNAL REGIONAL DO TRABALHO DA 2A.REGIAO,15000.0,71072.0,509968000300.0,1302906.0,0,0,0,1
80011,TRIBUNAL REGIONAL DO TRABALHO DA 15A.REGIAO,15000.0,62910.0,509968001624.0,13015081.0,0,0,0,1
80012,TRIBUNAL REGIONAL DO TRABALHO DA 9A.REGIAO,15000.0,75353.0,509968001039.0,80420010.0,0,0,0,1
80013,TRIBUNAL REGIONAL DO TRABALHO DA 12A.REGIAO,15000.0,81051.0,509968001381.0,88015905.0,0,0,0,1
80014,TRIBUNAL REGIONAL DO TRABALHO DA 4A.REGIAO,15000.0,88013.0,509968000571.0,90110903.0,0,0,0,1
80015,TRIBUNAL REGIONAL DO TRABALHO DA 14A.REGIAO,15000.0,35.0,509968001543.0,76901801.0,0,0,0,1
80016,TRIBUNAL REGIONAL DO TRABALHO DA 10A.REGIAO,15000.0,97012.0,509968001110.0,70097900.0,0,0,0,1
80017,JUSTICA DO TRABALHO - UO,15000.0,97012.0,68420000000001.0,70070000.0,0,0,0,1
80018,TRIBUNAL REGIONAL DO TRABALHO DA 16. REGIAO,15000.0,9210.0,23608631000193.0,65010650.0,0,0,1,1
80019,TRIBUNAL REGIONAL DO TRABALHO DA 17A. REGIAO,15000.0,57053.0,509968002353.0,29050335.0,0,0,0,1
80020,TRIBUNAL REGIONAL DO TRABALHO 18A.REG/GO,15000.0,93734.0,509968007827.0,74215210.0,0,0,0,1
80021,TRIBUNAL REGIONAL DO TRABALHO DA 21A. REGIAO,15000.0,17612.0,509968008556.0,59063901.0,0,0,0,1
80022,TRIBUNAL REGIONAL DO TRABALHO DA 19A. REGIAO,15000.0,27855.0,35734318000180.0,57020440.0,0,0,0,1
80023,TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO,15000.0,31054.0,509968008807.0,49081015.0,0,0,0,1
80024,TRIBUNAL REGIONAL DO TRABALHO DA 22A. REGIAO,15000.0,12190.0,509968008718.0,64045000.0,0,0,0,1
80025,TRIBUNAL REGIONAL DO TRABALHO DA 23ª REGIAO,15000.0,90670.0,37115425000156.0,78049935.0,0,0,1,1
80026,TRIBUNAL REGIONAL DO TRABALHO-24.REG./MS,15000.0,90514.0,37115409000163.0,9031908.0,0,0,0,1
80027,SETORIAL CONTABIL DA JUSTICA DO TRABALHO,15000.0,97012.0,509968000148.0,70070600.0,0,0,0,0
80028,SECRETARIA DE CONTROLE DA JUSTIçA DO TRABALHO,15000.0,,,70070600.0,0,0,0,0
86713,PREFEITURA MUNICIPAL DE MOGI DAS CRUZES/SP,95420.0,67130.0,,8780900.0,0,0,0,1
90001,CONSELHO DA JUSTICA FEDERAL-DF,12000.0,97012.0,63000000000020.0,70200003.0,0,0,0,1
90002,JUSTICA FEDERAL DE 1A. INSTANCIA/AM,12000.0,2550.0,508903000773.0,69060000.0,0,0,0,1
90003,JUSTICA FEDERAL DE PRIMEIRO GRAU - PA,12000.0,4278.0,508903000692.0,66055210.0,0,0,0,1
90004,JUSTICA FEDERAL DE 1A. INSTANCIA - MA,12000.0,9210.0,508903002202.0,65031900.0,0,0,0,1
90005,SEçãO JUDICIáRIA NO PIAUI,12000.0,12190.0,508903002393.0,64018550.0,0,0,0,1
90006,JUSTICA FEDERAL DE 1A. INSTANCIA - CE,12000.0,13897.0,508903001664.0,60140140.0,0,0,0,1
90007,JUSTICA FEDERAL DE 1A. INSTANCIA - RN,12000.0,17612.0,508903002040.0,59064250.0,0,0,0,1
90008,JUSTICA FEDERAL DE 1A. INSTANCIA - PB,12000.0,20516.0,508903002121.0,58031900.0,0,0,0,1
90009,JUSTICA FEDERAL DE 1A. INSTANCIA - PE,12000.0,25313.0,508903001400.0,50781000.0,0,0,0,1
90010,JUSTICA FEDERAL DE 1A. INSTANCIA - AL,12000.0,27855.0,508903001907.0,57046000.0,0,0,0,1
90011,JUSTICA FEDERAL - SEÇÃO JUDICIÁRIA DE SERGIPE,12000.0,31054.0,508903001826.0,49081015.0,0,0,0,1
90012,JUSTICA FEDERAL DE 1A. INSTANCIA - BA,12000.0,38490.0,508903001583.0,41213000.0,0,0,1,1
90013,JUSTICA FEDERAL DE PRIMEIRO GRAU EM MG,12000.0,41238.0,508903000420.0,30170001.0,0,0,0,1
90014,JUSTICA FEDERAL DE 1A. INSTANCIA - ES,12000.0,57053.0,508903001745.0,29053245.0,0,0,0,1
90015,JUSTICA FEDERAL DE 1A. INSTANCIA/MS,12000.0,90514.0,508903002474.0,79037102.0,0,0,0,1
90016,JUSTICA FEDERAL DE 1A. INSTANCIA - RJ,12000.0,60011.0,508903000340.0,20031001.0,0,0,0,1
90017,JUSTICA FEDERAL DE 1A. INSTANCIA - SP,12000.0,71072.0,508903000935.0,1409903.0,0,0,0,1
90018,JUSTICA FEDERAL DE 1A. INSTANCIA - PR,12000.0,75353.0,508903001079.0,80540901.0,0,0,0,1
90019,JUSTICA FEDERAL DE 1A. INSTANCIA - SC,12000.0,81051.0,508903001150.0,88025255.0,0,0,0,1
90020,JUSTICA FEDERAL DE 1A. INSTANCIA_- RS,12000.0,88013.0,508903001230.0,90010395.0,0,0,0,1
90021,JUSTICA FEDERAL DE 1A. INSTANCIA-MT,12000.0,90670.0,508903001311.0,78050910.0,0,0,0,1
90022,JUSTICA FEDERAL DE 1A. INSTANCIA/GO,12000.0,93734.0,508903000501.0,74030090.0,0,0,0,1
90023,JUSTICA FEDERAL DE PRIMEIRO GRAU - DF,12000.0,97012.0,508903000269.0,70070933.0,0,0,0,1
90024,JUSTICA FEDERAL DE 1A. INSTANCIA/AC,12000.0,1392.0,508903000854.0,69915632.0,0,0,1,1
90025,JUSTICA FEDERAL DE 1A. INSTANCIA/RO,12000.0,35.0,508903002555.0,78916100.0,0,0,0,1
90026,SECRETARIA DO CONSELHO DA JUSTICA FEDERAL-DF,12000.0,97012.0,508903000188.0,70200003.0,0,0,0,1
90027,TRIBUNAL REGIONAL FEDERAL-SEC.1A.REG./DF,12000.0,97012.0,3658507000125.0,70096900.0,0,0,1,1
90028,TRIBUNAL REGIONAL FEDERAL DA 2A. REGIAO,12000.0,60011.0,32243347000151.0,20081000.0,0,0,0,1
90029,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO,12000.0,71072.0,59949362000176.0,1310936.0,0,0,0,1
90030,TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO,12000.0,88013.0,92518737000119.0,90010395.0,0,0,1,1
90031,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO,12000.0,25313.0,24130072000111.0,50030908.0,0,0,0,1
90032,SECRETARIA DO T.R.F.DA 1A.REGIAO-ORCAMENTARIA,12000.0,97012.0,3658507000206.0,70700000.0,0,0,0,1
90033,TRIBUNAL REGIONAL FEDERAL DA 4A.REGIAO-ORCAM.,12000.0,88013.0,92518737000208.0,90410000.0,0,0,0,1
90034,TRIBUNAL REGIONAL FEDERAL DA 2A.REGIAO-ORCAM.,12000.0,60011.0,508903000188.0,20081000.0,0,0,0,1
90035,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO-ORCAM.,12000.0,71072.0,508903000188.0,1310923.0,0,0,0,1
90036,TRIBUNAL REGIONAL FEDERAL DA 5A.REGIAO-ORCAM.,12000.0,25313.0,508903000188.0,50030230.0,0,0,0,1
90037,JUSTICA FEDERAL DE 1A. INSTANCIA/AP,12000.0,6050.0,3658507000478.0,68908911.0,0,0,1,1
90038,JUSTICA FEDERAL DE 1A. INSTANCIA/TO,12000.0,97330.0,3658507000397.0,77001128.0,0,0,1,1
90039,JUSTICA FEDERAL DE 1A. INSTANCIA/RR,12000.0,3018.0,3658507000559.0,69306545.0,0,0,0,1
90040,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.J.DE FORA,12000.0,,,36010041.0,0,0,1,0
90041,JUST.FED.DE 1A.INST.-SUBSECAO JUD.UBERLANDIA,12000.0,,,38406048.0,0,0,1,0
90042,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.UBERABA,12000.0,,,38065260.0,0,0,1,0
90043,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.DE ILHEUS,12000.0,35734.0,2807222000146.0,45650000.0,0,0,0,1
90044,JUST.FED.DE 1A.INST.-SUBSECAO JUD.IMPERATRIZ,12000.0,,,65916200.0,0,0,1,0
90045,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.DE MARABA,12000.0,,,68502110.0,0,0,1,0
90046,JUST.FED.DE 1A.INST.-SUBSECAO JUDIC.SANTAREM,12000.0,,,68005120.0,0,0,1,0
90047,TRIBUNAL REGIONAL FEDERAL DA 3A.REGIAO-PR.RPV,12000.0,71072.0,508903000188.0,1310923.0,0,0,0,1
90048,TRIBUNAL REGIONAL FEDERAL DA 2A. REG.-PR. RPV,12000.0,60011.0,508903000188.0,11111111.0,0,0,0,1
90049,TRIBUNAL REGIONAL FEDERAL DA 1A.REG.-PREC.RPV,12000.0,,,70070900.0,0,0,1,0
90050,CONSELHO DA JUSTICA FEDERAL,12000.0,,,70000000.0,0,0,1,0
90051,TRIBUNAL REGIONAL FEDERAL 4ª REGIAO-PREC/RPVS,12000.0,,,90010395.0,0,0,1,0
90176,SECRETARIA ESTADUAL DE SAúDE DE SãO PAULO,95420.0,71072.0,,1246000.0,0,0,0,1
92374,FUND.DE APOIO DES.AO ENS.PESQ.E EXT.UNIV.N/AC,26275.0,1392.0,,69915900.0,0,0,0,0
98228,PREFEITURA MUN. DE SAO DOMINGOS DO AZEITAO,94120.0,2283.0,,65888000.0,0,0,0,1
100000,ADMINISTRAçãO GERAL,26249.0,,,23890000.0,0,0,0,0
100001,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL,16000.0,97012.0,531954000120.0,70094900.0,0,0,1,1
100002,2A.CIRCUNSCRICAO JUDICIARIA,16000.0,3018.0,531954002840.0,69350000.0,0,0,0,1
100003,1A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,68900000.0,0,0,0,0
100004,2A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,68930000.0,0,0,0,0
100005,3A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,68950000.0,0,0,0,0
100006,4A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,68960000.0,0,0,0,0
100007,5A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,68980000.0,0,0,0,0
100008,1A.CIRCUNSCRICAO JUDICIARIA,16000.0,,,69300000.0,0,0,0,0
100009,VARA DA INFANCIA E DA JUVENTUDE DO D.F.,16000.0,97012.0,531954000201.0,70750000.0,0,0,0,1
100010,TRIBUNAL DE JUSTICA DO DISTRITO FEDERAL/DF,16000.0,97012.0,70000690000083.0,70070000.0,0,0,0,1
100011,TRIB.DE JUSTICA DO DF-CORREGEDORIA DA JUSTICA,16000.0,,,70000000.0,0,0,0,0
100012,SESA - TJDF,16000.0,,,111.0,0,0,0,0
100013,TJDF - CORREGEDORIA,16000.0,,,111.0,0,0,0,0
100014,SEJU - TJDF,16000.0,,,111.0,0,0,0,0
100015,SEDI-TJDF,16000.0,,,111.0,0,0,0,0
100016,SECRETARIA DE ASSISTENCIA E BENEFICIOS,16000.0,,,11111111.0,0,0,0,0
100017,ACS - TRIBUNAL DE JUSTICA DO DF E TERRITORIOS,16000.0,,,70094900.0,0,0,0,0
100018,SEGD,16000.0,,,70094900.0,0,0,0,0
100019,SECRETARIA DE RECURSOS HUMANOS - AUXILIOS,16000.0,,,11111.0,0,0,0,0
100020,SECRETARIA DE RECURSOS HUMANOS - PESSOAL,16000.0,,,111111.0,0,0,0,0
100021,RECURSOS PROPRIOS - TJDFT,16000.0,,,72000000.0,0,0,0,0
100022,CONVENIOS - TJDFT,16000.0,,,72000000.0,0,0,0,0
110001,SECRETARIA DE ADMINISTRAÇÃO,20101.0,97012.0,394411000109.0,70150900.0,0,0,1,1
110002,SECRETARIA NACIONAL DE POLÍTICAS SOBRE DROGAS,20101.0,97012.0,394411000109.0,70150900.0,0,0,0,1
110003,PR-GABINETE SECRETARIA DE CONTROLE INTERNO/DF,20101.0,97012.0,394411000109.0,70150900.0,0,0,0,1
110004,COORD.NAC.PARA INT.DA PES.PORT.DE DEFICIENCIA,23000.0,,,70054900.0,0,0,0,0
110005,COORDENACAO DE PLANEJAMENTO E ORCAMENTO - PR,20101.0,97012.0,394411000109.0,70000000.0,0,0,0,1
110006,DIRETORIA DE SISTEMAS E INFORMACAO,20125.0,97012.0,5914685000103.0,70070905.0,0,0,0,1
110007,SECRET.DE ESTADO DE DESENVOLVIMENTO URBANO/PR,20101.0,,,70000000.0,0,0,0,0
110008,MINISTÉRIO DA PESCA E AQUICULTURA,38000.0,97012.0,5482692000175.0,70070120.0,0,0,1,1
110009,SECRETARIA PARTICULAR,20101.0,,,70150000.0,0,0,0,0
110010,AJUDANCIA DE ORDEM,20101.0,,,70150000.0,0,0,0,0
110011,ASSESSORIA ESPECIAL,20101.0,,,70150000.0,0,0,0,0
110012,CERIMONIAL,20101.0,,,70150000.0,0,0,0,0
110013,SUMAR,20101.0,,,70150000.0,0,0,0,0
110014,SUBAE,20101.0,,,70150000.0,0,0,0,0
110015,SUBEX,20101.0,,,70150000.0,0,0,0,0
110016,SERVICO DE SEGURANCA,20101.0,,,70150000.0,0,0,0,0
110017,DIRETORIA GERAL,20101.0,,,70150000.0,0,0,0,0
110018,ASSESSORIA DE ASSUNTOS MUNICIPAIS,20101.0,,,70150000.0,0,0,0,0
110019,ASSESSORIA DE ASSUNTOS ECONOMICOS,20101.0,,,70150000.0,0,0,0,0
110020,ASSESSORIA DE ASSUNTOS SOCIAIS,20101.0,,,70150000.0,0,0,0,0
110021,ASSESSORIA DIPLOMATICA,20101.0,,,70150000.0,0,0,0,0
110022,ASSESSORIA JURIDICA,20101.0,,,70150000.0,0,0,0,0
110023,ASSESSORIA LEGISLATIVA,20101.0,,,70150000.0,0,0,0,0
110024,DEPARTAMENTO DE COMUNICACAO,20101.0,,,70150000.0,0,0,0,0
110025,DEPARTAMENTO DE DOCUMENTACAO,20101.0,,,70150000.0,0,0,0,0
110026,DEPARTAMENTO DE INSTALACOES,20101.0,97012.0,394411000109.0,70150000.0,0,0,0,1
110027,DEPARTAMENTO DE ADMINISTRACAO,20101.0,,,70150000.0,0,0,0,0
110028,DEPARTAMENTO DE INFORMATICA,20101.0,,,70150000.0,0,0,0,0
110029,DEPARTAMENTO DE ORCAMENTO E FINANCAS,20101.0,,,70150000.0,0,0,0,0
110030,DEPARTAMENTO DE SAUDE,20101.0,,,70150000.0,0,0,0,0
110031,DEPARTAMENTO PESSOAL,20101.0,,,70150000.0,0,0,0,0
110032,DEPARTAMENTO DE TRANSPORTES,20101.0,,,70150000.0,0,0,0,0
110033,DIVISAO DE SUBSISTENCIA,20101.0,,,70150000.0,0,0,0,0
110034,TRANSPORTE,20101.0,,,70150000.0,0,0,0,0
110035,SECAO DE APOIO AOS EX-PRESIDENTES,20101.0,,,70150000.0,0,0,0,0
110036,SECRETARIA DE IMPRENSA,20101.0,,,70150000.0,0,0,0,0
110037,ASSESSORIA DE DIVULGACAO,20101.0,,,70150000.0,0,0,0,0
110038,DESREGULAMENTACAO DO SERVICO PUBLICO,20101.0,,,70150000.0,0,0,0,0
110039,CENTRO DE MEMORIA DO PRESIDENTE,20101.0,,,70150000.0,0,0,0,0
110040,GABINETE MILITAR,20101.0,,,70150000.0,0,0,0,0
110041,SECRETARIA DE CONTROLE INTERNO/PRESIDENCIA,20101.0,97012.0,394411000109.0,70046900.0,0,0,0,1
110042,RESIDENCIAS OFICIAIS,20101.0,,,70150000.0,0,0,0,0
110043,CAMPANHAS PUBLICITARIAS - PR,20101.0,,,11111000.0,0,0,0,0
110044,PALACIO DA ALVORADA,20101.0,,,11111000.0,0,0,0,0
110045,CONF. CHEFE DE ESTADO,20101.0,,,11111000.0,0,0,0,0
110046,ASSESSORIA ASSUNTOS LATINOS AMERICANOS,20101.0,,,11111000.0,0,0,0,0
110047,SECRETARIA DE GOVERNO,20101.0,,,70000000.0,0,0,0,0
110048,"APOIO PROJETO ""MINHA GENTE""",20101.0,,,70000000.0,0,0,0,0
110049,CASA CIVIL,20101.0,,,70000000.0,0,0,0,0
110050,SECRETARIA-GERAL,20101.0,,,70000000.0,0,0,0,0
110051,SUBSECRETARIA-GERAL,20101.0,,,70000000.0,0,0,0,0
110052,RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,30201.0,97012.0,464073000134.0,70710750.0,0,0,0,1
110053,SUBCHEFIA PARA ASSUNTOS PARLAMENTARES,20101.0,,,70000000.0,0,0,0,0
110054,SUBCHEFIA PARA ASSUNTOS JURIDICOS,20101.0,,,70000000.0,0,0,0,0
110055,SUBCHEFIA PARA ACOMP.DA ACAO GOVERNAMENTAL,20101.0,,,70000000.0,0,0,0,0
110056,SUBCHEFIA PARA DIVULGACAO E RELACOES PUBLICAS,20101.0,,,70000000.0,0,0,0,0
110057,RESIDENCIA FUNCIONAL,20101.0,,,70000000.0,0,0,0,0
110058,PR-SCS-SECRETARIA DE COMUNICACAO SOCIAL/DF,20101.0,,,70150900.0,0,0,0,0
110059,CONSELHO DO PROGRAMA COMUNIDADE SOLIDARIA,20101.0,,,79150900.0,0,0,0,0
110060,COORDENACAO-GERAL DE ORCAMENTO E FINANCAS,20114.0,97012.0,26994558000123.0,70150090.0,0,0,0,1
110061,COORDENACAO-GERAL DE SERVICOS GERAIS,20114.0,97012.0,26994558000204.0,70610460.0,0,0,1,1
110062,COORDENADORIA-GERAL RECURSOS HUMANOS/DGA/AGU,20114.0,97012.0,26994558000123.0,70150901.0,0,0,0,1
110063,PR-AGU-SECRETARIA DE CONTROLE INTERNO/DF,20114.0,97012.0,26994558000123.0,70000000.0,0,0,0,1
110064,PROCURADORIA-REGIONAL DA UNIAO - 1A.REGIAO/DF,20114.0,97012.0,26994558000123.0,70070000.0,0,0,0,1
110065,PROCURADORIA REG. DA UNIAO NO RIO DE JANEIRO,20114.0,60011.0,26994558000557.0,20040005.0,0,0,0,1
110066,PROCURADORIA REG. DA UNIAO EM SAO PAULO,20114.0,71072.0,26994558000638.0,10310001.0,0,0,0,1
110067,PROCURADORIA-REGIONAL DA UNIAO - 4A.REGIAO/RS,20114.0,88013.0,26994558000123.0,90020022.0,0,0,0,1
110068,PROCURADORIA-REGIONAL DA UNIAO - 5A.REGIAO/PE,20114.0,25313.0,26994558000808.0,50050400.0,0,0,0,1
110069,PR-AGU-PROCURAD.DA UNIAO DO DIST.FEDERAL/DF,20114.0,97012.0,26994558000123.0,70150901.0,0,0,0,1
110070,PROCURADORIA DA UNIAO/ACRE,20114.0,1392.0,26994558000123.0,69900690.0,0,0,0,1
110071,PROCURADORIA DA UNIÃO/AMAPÁ,20114.0,6050.0,26994558001103.0,68900000.0,0,0,0,1
110072,PROCURADORIA DA UNIÃO/AMAZONAS,20114.0,2550.0,26994558000123.0,69000000.0,0,0,0,1
110073,PROCURADORIA DA UNIAO NO ESTADO DA BAHIA/AGU,20114.0,38490.0,26994558000123.0,40000000.0,0,0,0,1
110074,AGU/PROCURADORIA DA UNIAO NO ESTADO DE GOIAS,20114.0,93734.0,26994558001448.0,74115030.0,0,0,0,1
110075,PROCURAD. DA UNIAO NO ESTADO DO MARANHAO/AGU,20114.0,9210.0,26994558000123.0,11111111.0,0,0,1,1
110076,AGU-PROCURADORIA DA UNIAO/MT,20114.0,90670.0,26994558000123.0,78050970.0,0,0,0,1
110077,PROCURADORIA DA UNIÃO/MINAS GERAIS,20114.0,41238.0,26994558000123.0,30130009.0,0,0,0,1
110078,PROCURADORIA DA UNIÃO/PARÁ,20114.0,4278.0,26994558000123.0,11111111.0,0,0,0,1
110079,PROCURADORIA DA UNIAO NO ESTADO DO PIAUI/AGU,20114.0,12190.0,26994558001952.0,64000070.0,0,0,0,1
110080,PROCURADORIA DA UNIÃO/RONDÔNIA,20114.0,35.0,26994558000123.0,78901280.0,0,0,0,1
110081,PROCURADORIA DA UNIÃO/RORAIMA,20114.0,3018.0,26994558002177.0,69305130.0,0,0,0,1
